Place ID,Tên quán,Vĩ độ,Kinh độ,Điểm đánh giá,Số lượng đánh giá,Đường/Thôn,Thành phố,Tỉnh/Trạng thái,Mã quốc gia,Website,Số điện thoại,Danh mục chính,Google Maps URL,Là quán ăn/uống,Menu chi tiết
ChIJwZ0bom9bNDER8mvZsORDO3c,Mơ Coffee,21.0059303,105.5314212,4.3,32,Khu Công Nghệ Cao Hòa Lạc,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 868 288 100,Quán cà phê,https://www.google.com/maps/search/?api=1&query=M%C6%A1%20Coffee&query_place_id=ChIJwZ0bom9bNDER8mvZsORDO3c,Có,"Cà phê đen đá pha phin: 25,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 28,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 33,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 37,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 40,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 37,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 33,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJB9Zdm5dbNDERumxr6yV-RUM,Nhà Hàng Thanh Dũng,20.9993601,105.5220029,3.9,31,"XGXC+PRR, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 24 3368 5342,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Thanh%20D%C5%A9ng&query_place_id=ChIJB9Zdm5dbNDERumxr6yV-RUM,Có,"Cá kho tộ miền Tây đậm vị: 90,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 70,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 80,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 50,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJjdRxIgBZNDERLF-q-5EZlXQ,MIXUE THẠCH THẤT - 396 Đồng Cam,21.0496747,105.5827551,4.6,31,396 Đồng Cam,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 355 365 399,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=MIXUE%20TH%E1%BA%A0CH%20TH%E1%BA%A4T%20-%20396%20%C4%90%E1%BB%93ng%20Cam&query_place_id=ChIJjdRxIgBZNDERLF-q-5EZlXQ,Có,"Kem tươi ốc quế sữa dừa / vani Mixue: 10,000đ/chiếc (Kem tươi thơm ngon ngậy béo ốc quế giòn tan) | Trà sữa ba anh em thạch pudding trân châu: 33,000đ/ly (Trà sữa đậm vị kèm full topping dồi dào) | Dương chi cam lộ xoài bưởi trân châu: 30,000đ/ly (Sinh tố xoài, bưởi hồng cùng thạch dừa thạch đào thơm ngon mát lạnh) | Trà đào tứ kỳ xuân hạt đào miếng: 22,000đ/ly (Trà ô long thanh vị kết hợp thạch đào giòn ngọt)"
ChIJWzBz2aJFNDERoRQ4cxRHTe4,Nhà Hàng Về Bản Em,20.9789665,105.5292298,4.1,30,,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://vebanem.vn/,+84 852 485 333,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20V%E1%BB%81%20B%E1%BA%A3n%20Em&query_place_id=ChIJWzBz2aJFNDERoRQ4cxRHTe4,Có,"Cá kho tộ miền Tây đậm vị: 87,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 77,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 80,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 30,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 40,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJPYQEjXRdNDERvXhVLxZg0Dc,Bay Homestay,20.9816227,105.4897101,4.1,30,"XFJQ+MV4, Trại Mới",Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 866 889 199,Căn hộ nghỉ dưỡng cho thuê,https://www.google.com/maps/search/?api=1&query=Bay%20Homestay&query_place_id=ChIJPYQEjXRdNDERvXhVLxZg0Dc,Không,Không áp dụng (Địa điểm phi ẩm thực)
ChIJecNITFtbNDERjvjA_AZcYsQ,Bún Đậu 1966,21.0169586,105.5524514,4.7,30,"2H82+QXP, Unnamed",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 969 636 037,Nhà hàng đậu hũ,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%201966&query_place_id=ChIJecNITFtbNDERjvjA_AZcYsQ,Có,"Bún đậu mắm tôm đầy đủ (Đậu, thịt chân giò, nem chua rán, chả cốm): 50,000đ/suất (Mẹt bún đậu đầy đủ nguyên liệu tươi ngon kèm rau thơm kinh giới) | Bún đậu thường (Đậu chiên giòn): 28,000đ/suất (Bún đậu chay đơn giản với đậu phụ rán giòn) | Bún chả Hà Nội truyền thống: 45,000đ/suất (Chả miếng và chả viên nướng than hoa thơm phức trong bát nước chấm chua ngọt) | Nem cua bể chiên giòn: 18,000đ/chiếc (Nem cua bể giòn rụm nhiều nhân) | Nước sấu đá ngầm chua ngọt: 12,000đ/cốc (Đồ uống giải nhiệt cực hợp vị bún đậu)"
ChIJGVWRTc9bNDERFEaO5cmd-Ls,Mì Cay SEOUL Thạch Hòa,21.0107978,105.518329,3.3,29,160 Thôn 3,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://micayseoul.com/,+84 961 579 086,Nhà hàng Hàn Quốc,https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Cay%20SEOUL%20Th%E1%BA%A1ch%20H%C3%B2a&query_place_id=ChIJGVWRTc9bNDERFEaO5cmd-Ls,Có,"Mì cay Seoul hải sản cấp độ 0-7: 43,000đ/tô (Mì ramen Hàn Quốc tôm, mực, chả viên nước dùng kim chi cay chua kích thích) | Mì cay bò Mỹ cấp độ 0-7: 40,000đ/tô (Mì cay Hàn Quốc nhúng bắp bò Mỹ tươi) | Kimbap chiên xù giòn tan: 37,000đ/cuộn (Cơm cuộn rong biển tẩm bột chiên xù chấm sốt mayonnaise) | Tokbokki truyền thống phô mai sốt cay: 40,000đ/đĩa (Bánh gạo Hàn Quốc xào cùng chả cá xiên, sốt tương ớt Gochujang và phô mai kéo sợi)"
ChIJMTO69ABbNDERCwFqQQaO9rU,Nhà Hàng Na Lá Cọ,20.977477,105.5253952,4.7,29,,Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 981 112 191,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Na%20L%C3%A1%20C%E1%BB%8D&query_place_id=ChIJMTO69ABbNDERCwFqQQaO9rU,Có,"Cá kho tộ miền Tây đậm vị: 90,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 80,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 85,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 43,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJw3w69xBbNDERbBabmbiIHn4,Quang Vinh Quán Cơm,20.9838909,105.5276032,4.2,29,"XGMH+H25, Tại khu tái định cư bắc phú cát",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 916 091 358,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=Quang%20Vinh%20Qu%C3%A1n%20C%C6%A1m&query_place_id=ChIJw3w69xBbNDERbBabmbiIHn4,Có,"Cơm rang dưa bò: 50,000đ/đĩa (Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm) | Cơm rang thập cẩm giòn: 37,000đ/đĩa (Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng) | Cơm thố xá xíu nóng hổi: 45,000đ/thố (Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt) | Suất cơm bình dân tự chọn (3 món mặn + rau): 27,000đ/suất (Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm) | Cơm tấm sườn bì chả Sài Gòn: 40,000đ/đĩa (Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay)"
ChIJJxydaJ9bNDERcuQU3mlteLo,Nga Toản,20.9869179,105.5313144,3.7,29,XGPJ+QG8,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 378 387 368,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Nga%20To%E1%BA%A3n&query_place_id=ChIJJxydaJ9bNDERcuQU3mlteLo,Có,"Phở chín bò ta: 35,000đ/bát (Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng) | Phở tái chần: 35,000đ/bát (Phở bò với thịt bò tươi chần tái mềm ngọt) | Phở nạm gầu giòn: 38,000đ/bát (Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật) | Phở tái lăn đặc biệt: 43,000đ/bát (Phở bò xào tái lăn thơm mùi tỏi phi) | Trứng gà trần: 7,000đ/quả (Trứng trần nước phở béo ngậy) | Quẩy giòn: 8,000đ/chiếc (Quẩy giòn ăn kèm nước phở)"
ChIJZa42vnNbNDERL7p1U1bs9fI,Bình Giang Quán,20.9807373,105.556377,4.5,29,xóm đường đôi thôn 5,Hà Nội,"Phú Cát, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=B%C3%ACnh%20Giang%20Qu%C3%A1n&query_place_id=ChIJZa42vnNbNDERL7p1U1bs9fI,Có,"Cá kho tộ miền Tây đậm vị: 85,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 80,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 78,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 33,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 40,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 15,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJW3HcIKhbNDERg9SetG4bAvc,Nhà Hàng Tuấn Trâu,21.0175602,105.5791692,4.2,29,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 988 345 658,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tu%E1%BA%A5n%20Tr%C3%A2u&query_place_id=ChIJW3HcIKhbNDERg9SetG4bAvc,Có,"Thịt trâu xào lá lốt: 130,000đ/đĩa (Thịt trâu tươi mềm ngọt xào lá lốt thơm lừng) | Thịt trâu nhúng mẻ chua cay: 140,000đ/đĩa (Thịt trâu nhúng nước dùng mẻ chua thanh nhẹ) | Dê tái chanh chấm tương gừng: 150,000đ/đĩa (Thịt dê núi hấp tái trộn vừng sả lá chanh) | Dê né bản gang: 180,000đ/đĩa (Dê xào nóng hổi trên bản gang kèm đậu bắp) | Lẩu dê núi nhúng mẻ: 419,000đ/nồi (Nồi lẩu dê núi ré thơm ngon kèm rau nhúng đặc sản) | Cơm cháy sốt dê: 65,000đ/đĩa (Cơm cháy giòn tan rưới nước sốt dê đậm vị)"
ChIJJ2hiRwBbNDERk4M-9irleAw,Nhà Chung Cafe 2,21.0194254,105.5504889,4.9,28,Ngõ 52 Tân Xã,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 867 571 098,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20Chung%20Cafe%202&query_place_id=ChIJJ2hiRwBbNDERk4M-9irleAw,Có,"Cà phê đen đá pha phin: 22,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 22,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 27,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 35,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 35,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 33,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 27,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJfTORIu9bNDER2IlSPvO-11g,Nướng Ven Hồ Hà Quý,21.0176375,105.5482656,4.4,28,2G9X+382,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 944 931 919,Nhà hàng món nướng,https://www.google.com/maps/search/?api=1&query=N%C6%B0%E1%BB%9Bng%20Ven%20H%E1%BB%93%20H%C3%A0%20Qu%C3%BD&query_place_id=ChIJfTORIu9bNDER2IlSPvO-11g,Có,"Lẩu cua đồng sườn sụn bắp bò: 350,000đ/nồi (Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn) | Lẩu Thái hải sản chua cay: 399,000đ/nồi (Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm) | Set nướng BBQ thập cẩm bò ba chỉ: 319,000đ/set (Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo) | Ba chỉ bò Mỹ nhúng thêm: 82,000đ/đĩa (Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm) | Sườn sụn non heo thêm: 80,000đ/đĩa (Sườn non giòn sần sật nhúng lẩu) | Rau nấm tổng hợp nhúng lẩu: 27,000đ/đĩa (Nấm kim châm, cải thảo, rau muống tươi)"
ChIJwbQpFWZbNDERW1A4GuxaRi8,Bún Đậu Sơn béo,21.0035888,105.5198113,2.4,27,Thôn 3 QL21,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 866 823 822,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20S%C6%A1n%20b%C3%A9o&query_place_id=ChIJwbQpFWZbNDERW1A4GuxaRi8,Có,"Bún đậu mắm tôm đầy đủ (Đậu, thịt chân giò, nem chua rán, chả cốm): 50,000đ/suất (Mẹt bún đậu đầy đủ nguyên liệu tươi ngon kèm rau thơm kinh giới) | Bún đậu thường (Đậu chiên giòn): 28,000đ/suất (Bún đậu chay đơn giản với đậu phụ rán giòn) | Bún chả Hà Nội truyền thống: 38,000đ/suất (Chả miếng và chả viên nướng than hoa thơm phức trong bát nước chấm chua ngọt) | Nem cua bể chiên giòn: 15,000đ/chiếc (Nem cua bể giòn rụm nhiều nhân) | Nước sấu đá ngầm chua ngọt: 12,000đ/cốc (Đồ uống giải nhiệt cực hợp vị bún đậu)"
ChIJS5m0LwlbNDERZ02OmeaOUn8,Nhà Hàng Phú Vinh,20.9857248,105.5321686,4.3,27,XGPJ+7VM,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 369 843 198,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%C3%BA%20Vinh&query_place_id=ChIJS5m0LwlbNDERZ02OmeaOUn8,Có,"Cá kho tộ miền Tây đậm vị: 90,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 80,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 80,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 45,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJtwiW-99ZNDER4s68GCSjoT0,Venus 88 Coffee,21.0447867,105.5537816,4.1,27,"2HV3+WG7 Đối Diện Cổng Làng Yên Mỹ, ĐT420",Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/venus88coffee,+84 966 607 648,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Venus%2088%20Coffee&query_place_id=ChIJtwiW-99ZNDER4s68GCSjoT0,Có,"Cà phê đen đá pha phin: 19,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 28,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 30,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 35,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 30,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 33,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 33,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJ-8SysvZZNDER2EhyAErbwKA,Cafe Du Miên Bi a,21.0549602,105.5710174,4.7,27,cầu phú thứ,Hà Nội,"Thạch Thất, Hà Nội",VN,https://m.facebook.com/profile.php?id=341556879878938,+84 962 399 689,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Cafe%20Du%20Mi%C3%AAn%20Bi%20a&query_place_id=ChIJ-8SysvZZNDER2EhyAErbwKA,Có,"Cà phê đen đá pha phin: 22,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 28,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 33,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 37,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 33,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 35,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 33,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJ7bIg7_xbNDER0JiAJVkhpt0,Young Food&Drink,21.0178117,105.5488984,4.5,27,Số 68 đường Muc Uyên - Công Nghệ,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 335 990 484,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Young%20Food%26Drink&query_place_id=ChIJ7bIg7_xbNDER0JiAJVkhpt0,Có,"Cà phê đen đá pha phin: 19,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 25,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 27,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 30,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 40,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 37,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 27,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJa0CLQgBbNDERglPO9MrQl9o,Sun Food - Ăn vặt 24h,21.0232744,105.5214341,5.0,26,2GFC+8H7,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Sun%20Food%20-%20%C4%82n%20v%E1%BA%B7t%2024h&query_place_id=ChIJa0CLQgBbNDERglPO9MrQl9o,Có,"Ốc luộc sả lá chanh truyền thống: 38,000đ/bát (Ốc vặn/ốc nhồi mít luộc thơm mùi sả chấm nước mắm gừng cay ngọt đặc sản) | Ốc móng tay xào bơ tỏi thơm lừng: 68,000đ/đĩa (Ốc móng tay tươi ngọt sốt bơ tỏi sánh béo chấm bánh mì tuyệt đỉnh) | Nem chua rán giòn rụm (10 cái): 50,000đ/đĩa (Nem chua rán nóng hổi chấm tương ớt cay nồng) | Khoai tây chiên lắc bột phô mai: 30,000đ/đĩa (Món khai vị ăn vặt khoái khẩu) | Trà quất mật ong khổng lồ: 12,000đ/cốc (Trà quất mát chua ngọt cực đã khát)"
ChIJX497GgBbNDERQSBWesGo78k,Khu Dịch Vụ AURORA Service Area,20.9968895,105.5145611,4.6,26,XGW7+HJF,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 375 363 992,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Khu%20D%E1%BB%8Bch%20V%E1%BB%A5%20AURORA%20Service%20Area&query_place_id=ChIJX497GgBbNDERQSBWesGo78k,Có,"Cá kho tộ miền Tây đậm vị: 87,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 75,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 82,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 43,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJ4TSep3taNDER3jL-oPyOJyI,Nhà Hàng Chiến Hong Kong,20.993837,105.5855836,4.1,26,CT03,Hà Nội,"Kiều Phú, Hà Nội",VN,,+84 824 111 113,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Chi%E1%BA%BFn%20Hong%20Kong&query_place_id=ChIJ4TSep3taNDER3jL-oPyOJyI,Có,"Cá kho tộ miền Tây đậm vị: 85,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 77,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 75,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 33,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 45,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 15,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJUdaBfxlbNDERnHpo5VmEWnw,Góc Phố Quán,21.0017943,105.5219975,4.5,25,2G2C+FHX,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=G%C3%B3c%20Ph%E1%BB%91%20Qu%C3%A1n&query_place_id=ChIJUdaBfxlbNDERnHpo5VmEWnw,Có,"Cá kho tộ miền Tây đậm vị: 87,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 70,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 78,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 45,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 15,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJV7e0NRFaNDER_-xiipPEhW0,Nhà Hàng Gia Hân,21.0172794,105.5772078,4.1,25,2H8G+WV8,Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/phuong.kieu.1,+84 978 177 014,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Gia%20H%C3%A2n&query_place_id=ChIJV7e0NRFaNDER_-xiipPEhW0,Có,"Cá kho tộ miền Tây đậm vị: 83,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 80,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 78,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 45,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 18,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJX7G3CgBZNDERE6Yb5eNLgCs,Jamstation Nhà Trên Xe,21.0566718,105.5321993,4.6,25,"3G4J+MV8, Ngõ 53",Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 365 053 089,Căn hộ nghỉ dưỡng cho thuê,https://www.google.com/maps/search/?api=1&query=Jamstation%20Nh%C3%A0%20Tr%C3%AAn%20Xe&query_place_id=ChIJX7G3CgBZNDERE6Yb5eNLgCs,Không,Không áp dụng (Địa điểm phi ẩm thực)
ChIJhzsIQABbNDERJ_muMVWCfNY,Cơm Thố Bách Khoa,21.0055421,105.5185257,3.5,24,2G49+6C6,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Th%E1%BB%91%20B%C3%A1ch%20Khoa&query_place_id=ChIJhzsIQABbNDERJ_muMVWCfNY,Có,"Cơm rang dưa bò: 50,000đ/đĩa (Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm) | Cơm rang thập cẩm giòn: 30,000đ/đĩa (Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng) | Cơm thố xá xíu nóng hổi: 35,000đ/thố (Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt) | Suất cơm bình dân tự chọn (3 món mặn + rau): 33,000đ/suất (Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm) | Cơm tấm sườn bì chả Sài Gòn: 45,000đ/đĩa (Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay)"
