Place ID,Tên quán,Tên món ăn,Giá (VNĐ),Đơn vị,Mô tả
ChIJX6jz915bNDERVqDt80JWN7g,VNU - LIC Cafeteria,Trà đào cam sả,33000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJX6jz915bNDERVqDt80JWN7g,VNU - LIC Cafeteria,Trà sữa trân châu truyền thống,37000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJX6jz915bNDERVqDt80JWN7g,VNU - LIC Cafeteria,Sinh tố bơ sáp,37000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJX6jz915bNDERVqDt80JWN7g,VNU - LIC Cafeteria,Nước ép cam nguyên chất,33000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJqQNmd1pbNDERyrzTy4YKJyI,Ốc Bống ( Địa chỉ duy nhất ),Ốc luộc sả lá chanh truyền thống,35000,bát,Ốc vặn/ốc nhồi mít luộc thơm mùi sả chấm nước mắm gừng cay ngọt đặc sản
ChIJqQNmd1pbNDERyrzTy4YKJyI,Ốc Bống ( Địa chỉ duy nhất ),Ốc móng tay xào bơ tỏi thơm lừng,65000,đĩa,Ốc móng tay tươi ngọt sốt bơ tỏi sánh béo chấm bánh mì tuyệt đỉnh
ChIJqQNmd1pbNDERyrzTy4YKJyI,Ốc Bống ( Địa chỉ duy nhất ),Nem chua rán giòn rụm (10 cái),52000,đĩa,Nem chua rán nóng hổi chấm tương ớt cay nồng
ChIJqQNmd1pbNDERyrzTy4YKJyI,Ốc Bống ( Địa chỉ duy nhất ),Khoai tây chiên lắc bột phô mai,37000,đĩa,Món khai vị ăn vặt khoái khẩu
ChIJqQNmd1pbNDERyrzTy4YKJyI,Ốc Bống ( Địa chỉ duy nhất ),Trà quất mật ong khổng lồ,18000,cốc,Trà quất mát chua ngọt cực đã khát
ChIJVcCXdC1bNDERzIIStdLdri0,Nhà hàng Gà Ri Hiền Hân,Gà ri hấp lá chanh (Cả con),240000,con,Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn
ChIJVcCXdC1bNDERzIIStdLdri0,Nhà hàng Gà Ri Hiền Hân,Gà ri nướng mật ong (Cả con),240000,con,Gà ri nướng mật ong thơm phức vàng óng
ChIJVcCXdC1bNDERzIIStdLdri0,Nhà hàng Gà Ri Hiền Hân,Gà rang muối tỏi,140000,đĩa,Gà ta chặt miếng rang muối đậm đà sần sật
ChIJVcCXdC1bNDERzIIStdLdri0,Nhà hàng Gà Ri Hiền Hân,Lẩu gà ri thuốc bắc,360000,nồi,Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm
ChIJVcCXdC1bNDERzIIStdLdri0,Nhà hàng Gà Ri Hiền Hân,Xôi chim câu hành phi,75000,đĩa,Xôi nếp dẻo thơm ăn kèm thịt chim câu băm nhỏ
ChIJVcCXdC1bNDERzIIStdLdri0,Nhà hàng Gà Ri Hiền Hân,Lòng mề gà xào mướp giá,68000,đĩa,Lòng mề gà ri giòn xào mướp hương thơm phức
ChIJl7uGQ1-rNTER8ETImCd4G-s,Cây Sung Quán,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJl7uGQ1-rNTER8ETImCd4G-s,Cây Sung Quán,Thịt ba chỉ rang cháy cạnh,70000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJl7uGQ1-rNTER8ETImCd4G-s,Cây Sung Quán,Sườn non xào chua ngọt,78000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJl7uGQ1-rNTER8ETImCd4G-s,Cây Sung Quán,Rau muống luộc dầm sấu / xào tỏi,30000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJl7uGQ1-rNTER8ETImCd4G-s,Cây Sung Quán,Canh riêu cua đồng cà pháo,47000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJl7uGQ1-rNTER8ETImCd4G-s,Cây Sung Quán,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJXyi3PfVbNDERsSslPx1ozGI,Phở Bò Cơm Rang Meo Meo 975,Phở chín bò ta,33000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJXyi3PfVbNDERsSslPx1ozGI,Phở Bò Cơm Rang Meo Meo 975,Phở tái chần,30000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJXyi3PfVbNDERsSslPx1ozGI,Phở Bò Cơm Rang Meo Meo 975,Phở nạm gầu giòn,38000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJXyi3PfVbNDERsSslPx1ozGI,Phở Bò Cơm Rang Meo Meo 975,Phở tái lăn đặc biệt,43000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJXyi3PfVbNDERsSslPx1ozGI,Phở Bò Cơm Rang Meo Meo 975,Trứng gà trần,13000,quả,Trứng trần nước phở béo ngậy
ChIJXyi3PfVbNDERsSslPx1ozGI,Phở Bò Cơm Rang Meo Meo 975,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJfy1yj_pbNDERUMJyG0tycbA,Gà Rán Bonkon 03,Gà ri hấp lá chanh (Cả con),230000,con,Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn
ChIJfy1yj_pbNDERUMJyG0tycbA,Gà Rán Bonkon 03,Gà ri nướng mật ong (Cả con),230000,con,Gà ri nướng mật ong thơm phức vàng óng
ChIJfy1yj_pbNDERUMJyG0tycbA,Gà Rán Bonkon 03,Gà rang muối tỏi,130000,đĩa,Gà ta chặt miếng rang muối đậm đà sần sật
ChIJfy1yj_pbNDERUMJyG0tycbA,Gà Rán Bonkon 03,Lẩu gà ri thuốc bắc,350000,nồi,Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm
ChIJfy1yj_pbNDERUMJyG0tycbA,Gà Rán Bonkon 03,Xôi chim câu hành phi,80000,đĩa,Xôi nếp dẻo thơm ăn kèm thịt chim câu băm nhỏ
ChIJfy1yj_pbNDERUMJyG0tycbA,Gà Rán Bonkon 03,Lòng mề gà xào mướp giá,75000,đĩa,Lòng mề gà ri giòn xào mướp hương thơm phức
ChIJRQJb_G9ZNDERsV0Ewr0JqSg,Nhà Hàng Minh Đạt,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJRQJb_G9ZNDERsV0Ewr0JqSg,Nhà Hàng Minh Đạt,Thịt ba chỉ rang cháy cạnh,80000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJRQJb_G9ZNDERsV0Ewr0JqSg,Nhà Hàng Minh Đạt,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJRQJb_G9ZNDERsV0Ewr0JqSg,Nhà Hàng Minh Đạt,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJRQJb_G9ZNDERsV0Ewr0JqSg,Nhà Hàng Minh Đạt,Canh riêu cua đồng cà pháo,40000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJRQJb_G9ZNDERsV0Ewr0JqSg,Nhà Hàng Minh Đạt,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJRejSN5BbNDERN82sYiS5tZk,The Broker Coffee,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJRejSN5BbNDERN82sYiS5tZk,The Broker Coffee,Cà phê sữa đá,28000,ly,Cà phê sữa pha phin béo ngậy
ChIJRejSN5BbNDERN82sYiS5tZk,The Broker Coffee,Bạc xỉu cốt dừa,30000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJRejSN5BbNDERN82sYiS5tZk,The Broker Coffee,Trà đào cam sả,35000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJRejSN5BbNDERN82sYiS5tZk,The Broker Coffee,Trà sữa trân châu truyền thống,33000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJRejSN5BbNDERN82sYiS5tZk,The Broker Coffee,Sinh tố bơ sáp,30000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJRejSN5BbNDERN82sYiS5tZk,The Broker Coffee,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJo7uTG-dbNDERGCTF3O1o6a8,Cafe Yến,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJo7uTG-dbNDERGCTF3O1o6a8,Cafe Yến,Cà phê sữa đá,25000,ly,Cà phê sữa pha phin béo ngậy
ChIJo7uTG-dbNDERGCTF3O1o6a8,Cafe Yến,Bạc xỉu cốt dừa,27000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJo7uTG-dbNDERGCTF3O1o6a8,Cafe Yến,Trà đào cam sả,33000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJo7uTG-dbNDERGCTF3O1o6a8,Cafe Yến,Trà sữa trân châu truyền thống,40000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJo7uTG-dbNDERGCTF3O1o6a8,Cafe Yến,Sinh tố bơ sáp,33000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJo7uTG-dbNDERGCTF3O1o6a8,Cafe Yến,Nước ép cam nguyên chất,30000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJVYTIRpFZNDERsryU2XHG5u0,Cơm Xe Tải Cây Mít,Cơm rang dưa bò,43000,đĩa,Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm
ChIJVYTIRpFZNDERsryU2XHG5u0,Cơm Xe Tải Cây Mít,Cơm rang thập cẩm giòn,37000,đĩa,Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng
ChIJVYTIRpFZNDERsryU2XHG5u0,Cơm Xe Tải Cây Mít,Cơm thố xá xíu nóng hổi,38000,thố,"Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt"
ChIJVYTIRpFZNDERsryU2XHG5u0,Cơm Xe Tải Cây Mít,Suất cơm bình dân tự chọn (3 món mặn + rau),33000,suất,Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm
ChIJVYTIRpFZNDERsryU2XHG5u0,Cơm Xe Tải Cây Mít,Cơm tấm sườn bì chả Sài Gòn,35000,đĩa,Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay
ChIJ0cXjz79bNDER2axzlhlk7nw,Nhà Hàng Dê Sơn Dương Thạch Hòa,Thịt trâu xào lá lốt,150000,đĩa,Thịt trâu tươi mềm ngọt xào lá lốt thơm lừng
ChIJ0cXjz79bNDER2axzlhlk7nw,Nhà Hàng Dê Sơn Dương Thạch Hòa,Thịt trâu nhúng mẻ chua cay,130000,đĩa,Thịt trâu nhúng nước dùng mẻ chua thanh nhẹ
ChIJ0cXjz79bNDER2axzlhlk7nw,Nhà Hàng Dê Sơn Dương Thạch Hòa,Dê tái chanh chấm tương gừng,150000,đĩa,Thịt dê núi hấp tái trộn vừng sả lá chanh
ChIJ0cXjz79bNDER2axzlhlk7nw,Nhà Hàng Dê Sơn Dương Thạch Hòa,Dê né bản gang,170000,đĩa,Dê xào nóng hổi trên bản gang kèm đậu bắp
ChIJ0cXjz79bNDER2axzlhlk7nw,Nhà Hàng Dê Sơn Dương Thạch Hòa,Lẩu dê núi nhúng mẻ,399000,nồi,Nồi lẩu dê núi ré thơm ngon kèm rau nhúng đặc sản
ChIJ0cXjz79bNDER2axzlhlk7nw,Nhà Hàng Dê Sơn Dương Thạch Hòa,Cơm cháy sốt dê,75000,đĩa,Cơm cháy giòn tan rưới nước sốt dê đậm vị
ChIJvTreDApbNDERWhP4eze4qLk,Phở Thúy Mùi 351,Phở chín bò ta,40000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJvTreDApbNDERWhP4eze4qLk,Phở Thúy Mùi 351,Phở tái chần,30000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJvTreDApbNDERWhP4eze4qLk,Phở Thúy Mùi 351,Phở nạm gầu giòn,38000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJvTreDApbNDERWhP4eze4qLk,Phở Thúy Mùi 351,Phở tái lăn đặc biệt,40000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJvTreDApbNDERWhP4eze4qLk,Phở Thúy Mùi 351,Trứng gà trần,10000,quả,Trứng trần nước phở béo ngậy
ChIJvTreDApbNDERWhP4eze4qLk,Phở Thúy Mùi 351,Quẩy giòn,2000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJKUzecgBbNDERvysep4ntmio,Phê đây,Cà phê đen đá pha phin,25000,ly,Cà phê đen truyền thống đậm đà
ChIJKUzecgBbNDERvysep4ntmio,Phê đây,Cà phê sữa đá,25000,ly,Cà phê sữa pha phin béo ngậy
ChIJKUzecgBbNDERvysep4ntmio,Phê đây,Bạc xỉu cốt dừa,30000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJKUzecgBbNDERvysep4ntmio,Phê đây,Trà đào cam sả,30000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJKUzecgBbNDERvysep4ntmio,Phê đây,Trà sữa trân châu truyền thống,35000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJKUzecgBbNDERvysep4ntmio,Phê đây,Sinh tố bơ sáp,35000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJKUzecgBbNDERvysep4ntmio,Phê đây,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJzfwgKmhbNDERuYVQzpwYUC8,Phở Bò Phan Thị,Phở chín bò ta,35000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJzfwgKmhbNDERuYVQzpwYUC8,Phở Bò Phan Thị,Phở tái chần,33000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJzfwgKmhbNDERuYVQzpwYUC8,Phở Bò Phan Thị,Phở nạm gầu giòn,42000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJzfwgKmhbNDERuYVQzpwYUC8,Phở Bò Phan Thị,Phở tái lăn đặc biệt,43000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJzfwgKmhbNDERuYVQzpwYUC8,Phở Bò Phan Thị,Trứng gà trần,7000,quả,Trứng trần nước phở béo ngậy
ChIJzfwgKmhbNDERuYVQzpwYUC8,Phở Bò Phan Thị,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJ9T3_ZN6tNTER4tFvkFcq2LA,Lẩu Bò Đức Béo,Thịt trâu xào lá lốt,140000,đĩa,Thịt trâu tươi mềm ngọt xào lá lốt thơm lừng
ChIJ9T3_ZN6tNTER4tFvkFcq2LA,Lẩu Bò Đức Béo,Thịt trâu nhúng mẻ chua cay,150000,đĩa,Thịt trâu nhúng nước dùng mẻ chua thanh nhẹ
ChIJ9T3_ZN6tNTER4tFvkFcq2LA,Lẩu Bò Đức Béo,Dê tái chanh chấm tương gừng,160000,đĩa,Thịt dê núi hấp tái trộn vừng sả lá chanh
ChIJ9T3_ZN6tNTER4tFvkFcq2LA,Lẩu Bò Đức Béo,Dê né bản gang,170000,đĩa,Dê xào nóng hổi trên bản gang kèm đậu bắp
ChIJ9T3_ZN6tNTER4tFvkFcq2LA,Lẩu Bò Đức Béo,Lẩu dê núi nhúng mẻ,419000,nồi,Nồi lẩu dê núi ré thơm ngon kèm rau nhúng đặc sản
ChIJ9T3_ZN6tNTER4tFvkFcq2LA,Lẩu Bò Đức Béo,Cơm cháy sốt dê,68000,đĩa,Cơm cháy giòn tan rưới nước sốt dê đậm vị
ChIJaU5Mr2tZNDEROzOQJlTebQM,Nhà Hàng Thập Phương,Cá kho tộ miền Tây đậm vị,90000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJaU5Mr2tZNDEROzOQJlTebQM,Nhà Hàng Thập Phương,Thịt ba chỉ rang cháy cạnh,80000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJaU5Mr2tZNDEROzOQJlTebQM,Nhà Hàng Thập Phương,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJaU5Mr2tZNDEROzOQJlTebQM,Nhà Hàng Thập Phương,Rau muống luộc dầm sấu / xào tỏi,30000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJaU5Mr2tZNDEROzOQJlTebQM,Nhà Hàng Thập Phương,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJaU5Mr2tZNDEROzOQJlTebQM,Nhà Hàng Thập Phương,Cơm trắng gạo tám thơm,18000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJ2Y20cPJbNDERtVlRmRWsfOE,Canteen HOLA,Cá kho tộ miền Tây đậm vị,85000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJ2Y20cPJbNDERtVlRmRWsfOE,Canteen HOLA,Thịt ba chỉ rang cháy cạnh,70000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJ2Y20cPJbNDERtVlRmRWsfOE,Canteen HOLA,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJ2Y20cPJbNDERtVlRmRWsfOE,Canteen HOLA,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJ2Y20cPJbNDERtVlRmRWsfOE,Canteen HOLA,Canh riêu cua đồng cà pháo,45000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJ2Y20cPJbNDERtVlRmRWsfOE,Canteen HOLA,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJFwmFHgBbNDERDN0v2ofB0zI,Heemang Chicken Tân Xã,Mì cay Seoul hải sản cấp độ 0-7,40000,tô,"Mì ramen Hàn Quốc tôm, mực, chả viên nước dùng kim chi cay chua kích thích"
ChIJFwmFHgBbNDERDN0v2ofB0zI,Heemang Chicken Tân Xã,Mì cay bò Mỹ cấp độ 0-7,50000,tô,Mì cay Hàn Quốc nhúng bắp bò Mỹ tươi
ChIJFwmFHgBbNDERDN0v2ofB0zI,Heemang Chicken Tân Xã,Kimbap chiên xù giòn tan,30000,cuộn,Cơm cuộn rong biển tẩm bột chiên xù chấm sốt mayonnaise
ChIJFwmFHgBbNDERDN0v2ofB0zI,Heemang Chicken Tân Xã,Tokbokki truyền thống phô mai sốt cay,30000,đĩa,"Bánh gạo Hàn Quốc xào cùng chả cá xiên, sốt tương ớt Gochujang và phô mai kéo sợi"
ChIJA9QdMxpbNDER7gpk1pra184,Bún Đậu Đồng Mô 3,"Bún đậu mắm tôm đầy đủ (Đậu, thịt chân giò, nem chua rán, chả cốm)",50000,suất,Mẹt bún đậu đầy đủ nguyên liệu tươi ngon kèm rau thơm kinh giới
ChIJA9QdMxpbNDER7gpk1pra184,Bún Đậu Đồng Mô 3,Bún đậu thường (Đậu chiên giòn),28000,suất,Bún đậu chay đơn giản với đậu phụ rán giòn
ChIJA9QdMxpbNDER7gpk1pra184,Bún Đậu Đồng Mô 3,Bún chả Hà Nội truyền thống,40000,suất,Chả miếng và chả viên nướng than hoa thơm phức trong bát nước chấm chua ngọt
ChIJA9QdMxpbNDER7gpk1pra184,Bún Đậu Đồng Mô 3,Nem cua bể chiên giòn,12000,chiếc,Nem cua bể giòn rụm nhiều nhân
ChIJA9QdMxpbNDER7gpk1pra184,Bún Đậu Đồng Mô 3,Nước sấu đá ngầm chua ngọt,15000,cốc,Đồ uống giải nhiệt cực hợp vị bún đậu
ChIJze8rZgBbNDER5vq3PlbfUOU,House Of Fuca Cafe,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJze8rZgBbNDER5vq3PlbfUOU,House Of Fuca Cafe,Cà phê sữa đá,25000,ly,Cà phê sữa pha phin béo ngậy
ChIJze8rZgBbNDER5vq3PlbfUOU,House Of Fuca Cafe,Bạc xỉu cốt dừa,27000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJze8rZgBbNDER5vq3PlbfUOU,House Of Fuca Cafe,Trà đào cam sả,35000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJze8rZgBbNDER5vq3PlbfUOU,House Of Fuca Cafe,Trà sữa trân châu truyền thống,33000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJze8rZgBbNDER5vq3PlbfUOU,House Of Fuca Cafe,Sinh tố bơ sáp,35000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJze8rZgBbNDER5vq3PlbfUOU,House Of Fuca Cafe,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJIWYAmbtZNDERSXzLy27mO64,Gà Rán Five Star,Gà ri hấp lá chanh (Cả con),210000,con,Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn
ChIJIWYAmbtZNDERSXzLy27mO64,Gà Rán Five Star,Gà ri nướng mật ong (Cả con),230000,con,Gà ri nướng mật ong thơm phức vàng óng
ChIJIWYAmbtZNDERSXzLy27mO64,Gà Rán Five Star,Gà rang muối tỏi,110000,đĩa,Gà ta chặt miếng rang muối đậm đà sần sật
ChIJIWYAmbtZNDERSXzLy27mO64,Gà Rán Five Star,Lẩu gà ri thuốc bắc,350000,nồi,Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm
ChIJIWYAmbtZNDERSXzLy27mO64,Gà Rán Five Star,Xôi chim câu hành phi,85000,đĩa,Xôi nếp dẻo thơm ăn kèm thịt chim câu băm nhỏ
ChIJIWYAmbtZNDERSXzLy27mO64,Gà Rán Five Star,Lòng mề gà xào mướp giá,75000,đĩa,Lòng mề gà ri giòn xào mướp hương thơm phức
ChIJuZcicn5bNDERLuMXKjKBaRQ,Miền Trung Quán,Cá kho tộ miền Tây đậm vị,90000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJuZcicn5bNDERLuMXKjKBaRQ,Miền Trung Quán,Thịt ba chỉ rang cháy cạnh,70000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJuZcicn5bNDERLuMXKjKBaRQ,Miền Trung Quán,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJuZcicn5bNDERLuMXKjKBaRQ,Miền Trung Quán,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJuZcicn5bNDERLuMXKjKBaRQ,Miền Trung Quán,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJuZcicn5bNDERLuMXKjKBaRQ,Miền Trung Quán,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJ_Rg9uHdbNDERKPqMMYK01UE,Phở Ngân Ninh,Phở chín bò ta,35000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJ_Rg9uHdbNDERKPqMMYK01UE,Phở Ngân Ninh,Phở tái chần,30000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJ_Rg9uHdbNDERKPqMMYK01UE,Phở Ngân Ninh,Phở nạm gầu giòn,42000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJ_Rg9uHdbNDERKPqMMYK01UE,Phở Ngân Ninh,Phở tái lăn đặc biệt,45000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJ_Rg9uHdbNDERKPqMMYK01UE,Phở Ngân Ninh,Trứng gà trần,13000,quả,Trứng trần nước phở béo ngậy
ChIJ_Rg9uHdbNDERKPqMMYK01UE,Phở Ngân Ninh,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJn_mnEtBZNDER5lQc7xFVbu4,Morri Coffee,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJn_mnEtBZNDER5lQc7xFVbu4,Morri Coffee,Cà phê sữa đá,22000,ly,Cà phê sữa pha phin béo ngậy
ChIJn_mnEtBZNDER5lQc7xFVbu4,Morri Coffee,Bạc xỉu cốt dừa,33000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJn_mnEtBZNDER5lQc7xFVbu4,Morri Coffee,Trà đào cam sả,33000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJn_mnEtBZNDER5lQc7xFVbu4,Morri Coffee,Trà sữa trân châu truyền thống,40000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJn_mnEtBZNDER5lQc7xFVbu4,Morri Coffee,Sinh tố bơ sáp,30000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJn_mnEtBZNDER5lQc7xFVbu4,Morri Coffee,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJ28IdPABbNDER4MuWJmGPQGo,HL Garden Coffee n' Chill,Cà phê đen đá pha phin,25000,ly,Cà phê đen truyền thống đậm đà
ChIJ28IdPABbNDER4MuWJmGPQGo,HL Garden Coffee n' Chill,Cà phê sữa đá,25000,ly,Cà phê sữa pha phin béo ngậy
ChIJ28IdPABbNDER4MuWJmGPQGo,HL Garden Coffee n' Chill,Bạc xỉu cốt dừa,33000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJ28IdPABbNDER4MuWJmGPQGo,HL Garden Coffee n' Chill,Trà đào cam sả,35000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJ28IdPABbNDER4MuWJmGPQGo,HL Garden Coffee n' Chill,Trà sữa trân châu truyền thống,40000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJ28IdPABbNDER4MuWJmGPQGo,HL Garden Coffee n' Chill,Sinh tố bơ sáp,40000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJ28IdPABbNDER4MuWJmGPQGo,HL Garden Coffee n' Chill,Nước ép cam nguyên chất,30000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJMbTuErpUNDERn_YpZunfXeQ,Nguyên Đăng Quán,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJMbTuErpUNDERn_YpZunfXeQ,Nguyên Đăng Quán,Thịt ba chỉ rang cháy cạnh,80000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJMbTuErpUNDERn_YpZunfXeQ,Nguyên Đăng Quán,Sườn non xào chua ngọt,75000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJMbTuErpUNDERn_YpZunfXeQ,Nguyên Đăng Quán,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJMbTuErpUNDERn_YpZunfXeQ,Nguyên Đăng Quán,Canh riêu cua đồng cà pháo,45000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
